0.53293  	0.06597  	0.26965  	0.79431  	0.70414  	0.17024  	0.08267  	0.00754  	0.23924  	-0.0182  	0.06528  	0.99759  	0.01836  	0.06082  	-0.6823  	0.36084  	-0.0510  	0.14634  	-0.1335  	0.31812  	-0.1287  	-0.4498  	-0.4519  	0.72207  	-0.1980  	0.07446  	-0.0638  	-0.4929  	-0.8220  	-0.4055  	0.17432  	0.37524  	-0.0310  	-0.1268  	0.40699  	0.19721  	-0.0409  	0.01601  	-0.6557  	-0.1896  	0.50053  	-0.0014  	-0.0098  	0.40247  	0.08386  	-0.0924  	0.01309  	0.04449  	0.02058  	-0.0823  	-0.0434  	-0.0185  	-0.0530  	-0.0366  	-0.0010  	0.01752  	0.01879  	0.00013  	-0.0182  	-0.0308  	-0.0108  	0.03022  	0.10539  	-0.0194  	0.15947  	-0.0722  	0.13578  	0.00644  	0.04206  	0.55274  	
0.49620  	0.03216  	0.13667  	0.77799  	0.73565  	0.01766  	0.11195  	-0.0445  	0.22009  	0.02100  	0.01635  	0.92003  	0.01310  	0.05652  	-0.6671  	0.27402  	-0.0829  	0.16830  	-0.1641  	0.39750  	-0.2126  	-0.4016  	-0.5499  	0.72867  	-0.0935  	0.06459  	-0.0376  	-0.4329  	-0.7157  	-0.3748  	0.14338  	0.37154  	-0.0606  	-0.1256  	0.38527  	0.24870  	-0.0904  	-0.0070  	-0.6404  	-0.1441  	0.49786  	0.02374  	-0.0327  	0.40727  	0.08374  	-0.1028  	0.01400  	0.04137  	0.02725  	-0.0826  	-0.0417  	-0.0164  	-0.0577  	-0.0291  	0.00031  	0.01256  	0.02311  	-0.0022  	-0.0062  	-0.0293  	-0.0109  	0.02809  	0.10286  	-0.0224  	0.16123  	-0.0759  	0.13957  	0.00800  	0.03978  	0.54708  	
0.40285  	-0.0222  	0.05631  	0.91148  	0.84716  	0.03600  	0.06541  	-0.0744  	0.19694  	-0.0279  	0.10238  	1.12052  	0.03608  	-0.0194  	-0.6925  	0.39467  	-0.1109  	0.14764  	-0.1716  	0.47456  	-0.2286  	-0.4495  	-0.6110  	0.69876  	-0.1253  	0.07882  	-0.1314  	-0.3324  	-0.7033  	-0.3663  	0.14083  	0.35917  	-0.0568  	-0.1225  	0.39980  	0.24805  	-0.1286  	-0.0202  	-0.6287  	-0.1534  	0.49533  	0.02398  	-0.0364  	0.39780  	0.10145  	-0.0943  	0.01165  	0.02438  	0.01875  	-0.0863  	-0.0351  	-0.0232  	-0.0595  	-0.0359  	-0.0002  	0.01108  	0.03619  	0.00622  	-0.0140  	-0.0421  	-0.0211  	0.02446  	0.10375  	-0.0160  	0.16226  	-0.0790  	0.14262  	0.00951  	0.03778  	0.54193  	
0.35329  	-0.0142  	-0.0010  	1.03931  	0.93526  	0.05304  	0.05841  	-0.1093  	0.17904  	-0.0585  	0.00409  	1.22165  	0.05970  	0.04538  	-0.6182  	0.33663  	-0.1176  	0.20340  	-0.1719  	0.49792  	-0.3002  	-0.4350  	-0.6654  	0.66857  	-0.1055  	0.06258  	-0.1522  	-0.2190  	-0.6031  	-0.3316  	0.13981  	0.32339  	-0.0561  	-0.1070  	0.36802  	0.26298  	-0.1973  	-0.0531  	-0.5962  	-0.1472  	0.46577  	0.02167  	-0.0560  	0.37527  	0.10692  	-0.0985  	0.01805  	0.02340  	0.01622  	-0.0879  	-0.0353  	-0.0288  	-0.0643  	-0.0440  	-0.0054  	0.01053  	0.03979  	0.01181  	-0.0129  	-0.0426  	-0.0208  	0.02271  	0.09934  	-0.0184  	0.16256  	-0.0816  	0.14493  	0.01097  	0.03604  	0.53729  	
0.28057  	-0.0302  	-0.1323  	1.07186  	1.02484  	0.02164  	0.04310  	-0.1535  	0.17312  	-0.0420  	-0.0115  	1.24312  	0.05337  	0.05247  	-0.6197  	0.32077  	-0.1212  	0.24420  	-0.1625  	0.54800  	-0.3720  	-0.4463  	-0.7352  	0.68057  	-0.0780  	0.07054  	-0.2044  	-0.1262  	-0.5397  	-0.3135  	0.15995  	0.29264  	-0.0532  	-0.0985  	0.38485  	0.29883  	-0.2574  	-0.0979  	-0.5752  	-0.1371  	0.45327  	0.03154  	-0.0908  	0.35158  	0.10011  	-0.0923  	0.01491  	0.02657  	0.01220  	-0.0787  	-0.0347  	-0.0304  	-0.0548  	-0.0389  	-0.0047  	0.01649  	0.04375  	0.01136  	-0.0079  	-0.0393  	-0.0202  	0.01882  	0.08268  	-0.0195  	0.16215  	-0.0836  	0.14650  	0.01238  	0.03457  	0.53315  	
0.27110  	-0.0267  	-0.1432  	1.13686  	1.05606  	0.01321  	0.02973  	-0.1192  	0.17421  	-0.0469  	-0.0836  	1.24233  	0.08155  	0.07113  	-0.5625  	0.33417  	-0.1451  	0.24463  	-0.1675  	0.56238  	-0.4391  	-0.4589  	-0.7476  	0.65449  	-0.1132  	0.08675  	-0.2093  	-0.0820  	-0.5418  	-0.3146  	0.15422  	0.29310  	-0.0389  	-0.0940  	0.39373  	0.28393  	-0.2854  	-0.0985  	-0.5600  	-0.1080  	0.44979  	0.03681  	-0.0926  	0.34834  	0.09892  	-0.0985  	0.01991  	0.03260  	0.00527  	-0.0753  	-0.0322  	-0.0216  	-0.0532  	-0.0387  	-0.0042  	0.01310  	0.04062  	0.00418  	-0.0027  	-0.0302  	-0.0251  	0.02235  	0.08201  	-0.0225  	0.16100  	-0.0851  	0.14733  	0.01375  	0.03337  	0.52951  	
0.32281  	-0.0406  	-0.0452  	1.14485  	1.06961  	0.07239  	0.01252  	-0.1602  	0.15447  	-0.0893  	-0.1980  	1.21458  	0.08885  	0.15439  	-0.3901  	0.20791  	-0.1215  	0.13553  	-0.1651  	0.48961  	-0.3902  	-0.4219  	-0.6407  	0.72432  	-0.2010  	0.09873  	-0.1522  	-0.1715  	-0.6497  	-0.3069  	0.15122  	0.31818  	-0.0072  	-0.1018  	0.41177  	0.22576  	-0.2540  	-0.0810  	-0.6228  	-0.0962  	0.44075  	0.04681  	-0.0749  	0.37003  	0.09595  	-0.0973  	0.03428  	0.01694  	0.00176  	-0.0826  	-0.0386  	-0.0279  	-0.0602  	-0.0396  	-0.0153  	0.00447  	0.03796  	0.00081  	-0.0095  	-0.0229  	-0.0219  	0.02001  	0.09242  	-0.0322  	0.15913  	-0.0860  	0.14743  	0.01505  	0.03243  	0.52639  	
0.60031  	0.07820  	0.13319  	1.11865  	0.98486  	0.22789  	0.09330  	-0.0825  	0.17417  	-0.0507  	-0.3720  	0.95331  	0.18130  	0.30054  	-0.2584  	0.16411  	-0.0925  	0.15275  	-0.1905  	0.33483  	-0.3629  	-0.3759  	-0.5816  	0.69186  	-0.1081  	0.04857  	-0.0921  	-0.3577  	-0.5423  	-0.2660  	0.14937  	0.32573  	-0.0572  	-0.0975  	0.37245  	0.24018  	-0.2636  	-0.0745  	-0.5604  	-0.0961  	0.48094  	0.03957  	-0.0447  	0.36862  	0.08217  	-0.0830  	0.00949  	0.04026  	0.03365  	-0.0879  	-0.0393  	-0.0223  	-0.0578  	-0.0466  	-0.0069  	0.01688  	0.02125  	0.00760  	-0.0134  	-0.0352  	-0.0259  	0.03680  	0.09018  	-0.0293  	0.15532  	-0.0853  	0.14717  	0.01717  	0.03174  	0.50724  	
0.63122  	0.09829  	0.20958  	1.04874  	0.95582  	0.21980  	0.11825  	-0.0578  	0.20881  	-0.0229  	-0.4296  	0.86083  	0.23030  	0.32460  	-0.3375  	0.13639  	-0.0939  	0.11020  	-0.1569  	0.22086  	-0.3573  	-0.2935  	-0.4924  	0.63712  	-0.0386  	0.04714  	-0.0114  	-0.4477  	-0.5368  	-0.2363  	0.19978  	0.31473  	-0.0627  	-0.1080  	0.32563  	0.23619  	-0.2372  	-0.0756  	-0.5796  	-0.1072  	0.49274  	0.03197  	-0.0277  	0.38627  	0.08203  	-0.0874  	0.00106  	0.06487  	0.03430  	-0.0829  	-0.0395  	-0.0180  	-0.0547  	-0.0445  	-0.0020  	0.02021  	0.01726  	0.00503  	-0.0135  	-0.0314  	-0.0203  	0.03772  	0.09732  	-0.0285  	0.15012  	-0.0850  	0.14506  	0.01837  	0.03156  	0.50719  	
0.31060  	0.07466  	0.01251  	1.00005  	0.90663  	-0.0611  	0.03891  	-0.0585  	0.17426  	0.03852  	-0.1586  	0.91566  	0.12178  	0.33319  	-0.4350  	0.15698  	-0.0681  	0.12281  	-0.1542  	0.35572  	-0.3034  	-0.3743  	-0.6554  	0.76690  	-0.0464  	0.05015  	0.03971  	-0.4584  	-0.6588  	-0.2756  	0.17516  	0.34428  	-0.0829  	-0.1266  	0.44887  	0.23132  	-0.1589  	-0.0809  	-0.6374  	-0.1177  	0.43707  	0.04609  	-0.0831  	0.35571  	0.09223  	-0.0862  	0.02007  	0.03361  	0.00880  	-0.0758  	-0.0348  	-0.0183  	-0.0696  	-0.0502  	-0.0124  	0.00797  	0.02337  	0.01224  	-0.0089  	-0.0356  	-0.0244  	0.03260  	0.08074  	-0.0286  	0.14708  	-0.0848  	0.14246  	0.01933  	0.03130  	0.52281  	
